"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 11 00:08:31 GMT 2025","Fri Jul 11 00:08:32 GMT 2025","643","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","getAllBookingIds","getAllBookingIds()",""
"passed","Fri Jul 11 00:08:34 GMT 2025","Fri Jul 11 00:08:35 GMT 2025","799","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","testGetBookingInvalidSchemaJSON_shouldFail","testGetBookingInvalidSchemaJSON_shouldFail()",""
"failed","Fri Jul 11 00:08:33 GMT 2025","Fri Jul 11 00:08:33 GMT 2025","415","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","createNewBooking_withInvalidType_shouldFail","createNewBooking_withInvalidType_shouldFail()",""
"failed","Fri Jul 11 00:08:33 GMT 2025","Fri Jul 11 00:08:34 GMT 2025","411","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","createNewBooking_withMissingField_shouldFail","createNewBooking_withMissingField_shouldFail()",""
"passed","Fri Jul 11 00:08:30 GMT 2025","Fri Jul 11 00:08:31 GMT 2025","828","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","getBookingById_shouldReturnBookingDetails","getBookingById_shouldReturnBookingDetails()",""
"passed","Fri Jul 11 00:08:25 GMT 2025","Fri Jul 11 00:08:26 GMT 2025","1286","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","updateBooking_withValidToken_shouldSucceed","updateBooking_withValidToken_shouldSucceed(String, String, int, boolean, String, String, String) [1] Jim, Brown, 111, true, 2023-01-01, 2023-01-02, Breakfast",""
"passed","Fri Jul 11 00:08:29 GMT 2025","Fri Jul 11 00:08:30 GMT 2025","1553","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","deleteBooking_withValidToken_shouldSucceed","deleteBooking_withValidToken_shouldSucceed()",""
"passed","Fri Jul 11 00:08:35 GMT 2025","Fri Jul 11 00:08:36 GMT 2025","763","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","updateBooking_withoutToken_shouldFail","updateBooking_withoutToken_shouldFail()",""
"passed","Fri Jul 11 00:08:36 GMT 2025","Fri Jul 11 00:08:37 GMT 2025","772","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","deleteBooking_withInvalidId_shouldFail","deleteBooking_withInvalidId_shouldFail()",""
"passed","Fri Jul 11 00:08:28 GMT 2025","Fri Jul 11 00:08:29 GMT 2025","1226","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","updateBooking_withValidToken_shouldSucceed","updateBooking_withValidToken_shouldSucceed(String, String, int, boolean, String, String, String) [3] Tom, White, 333, true, 2023-07-20, 2023-07-25, None",""
"passed","Fri Jul 11 00:08:24 GMT 2025","Fri Jul 11 00:08:25 GMT 2025","521","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","createNewBooking","createNewBooking(String, String, int, boolean, String, String, String) [2] Sarah, Smith, 222, false, 2023-05-10, 2023-05-15, Lunch",""
"passed","Fri Jul 11 00:08:32 GMT 2025","Fri Jul 11 00:08:33 GMT 2025","1086","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","testGetBookingSchemaJSON","testGetBookingSchemaJSON()",""
"passed","Fri Jul 11 00:08:21 GMT 2025","Fri Jul 11 00:08:24 GMT 2025","3091","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","createNewBooking","createNewBooking(String, String, int, boolean, String, String, String) [1] Jim, Brown, 111, true, 2023-01-01, 2023-01-02, Breakfast",""
"passed","Fri Jul 11 00:08:25 GMT 2025","Fri Jul 11 00:08:25 GMT 2025","480","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","createNewBooking","createNewBooking(String, String, int, boolean, String, String, String) [3] Tom, White, 333, true, 2023-07-20, 2023-07-25, None",""
"passed","Fri Jul 11 00:08:26 GMT 2025","Fri Jul 11 00:08:28 GMT 2025","1195","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","updateBooking_withValidToken_shouldSucceed","updateBooking_withValidToken_shouldSucceed(String, String, int, boolean, String, String, String) [2] Sarah, Smith, 222, false, 2023-05-10, 2023-05-15, Lunch",""
"passed","Fri Jul 11 00:08:35 GMT 2025","Fri Jul 11 00:08:35 GMT 2025","381","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","getBookingByInvalidId_shouldFail","getBookingByInvalidId_shouldFail()",""
