"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 11 04:43:45 GMT 2025","Fri Jul 11 04:43:46 GMT 2025","1191","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","updateBooking_withValidToken_shouldSucceed","updateBooking_withValidToken_shouldSucceed(String, String, int, boolean, String, String, String) [3] Tom, White, 333, true, 2023-07-20, 2023-07-25, None",""
"passed","Fri Jul 11 04:43:42 GMT 2025","Fri Jul 11 04:43:42 GMT 2025","490","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","createNewBooking","createNewBooking(String, String, int, boolean, String, String, String) [3] Tom, White, 333, true, 2023-07-20, 2023-07-25, None",""
"passed","Fri Jul 11 04:43:49 GMT 2025","Fri Jul 11 04:43:50 GMT 2025","1076","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","testGetBookingSchemaJSON","testGetBookingSchemaJSON()",""
"passed","Fri Jul 11 04:43:53 GMT 2025","Fri Jul 11 04:43:53 GMT 2025","775","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","deleteBooking_withInvalidId_shouldFail","deleteBooking_withInvalidId_shouldFail()",""
"passed","Fri Jul 11 04:43:48 GMT 2025","Fri Jul 11 04:43:49 GMT 2025","489","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","getAllBookingIds","getAllBookingIds()",""
"passed","Fri Jul 11 04:43:41 GMT 2025","Fri Jul 11 04:43:42 GMT 2025","509","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","createNewBooking","createNewBooking(String, String, int, boolean, String, String, String) [2] Sarah, Smith, 222, false, 2023-05-10, 2023-05-15, Lunch",""
"passed","Fri Jul 11 04:43:51 GMT 2025","Fri Jul 11 04:43:52 GMT 2025","382","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","getBookingByInvalidId_shouldFail","getBookingByInvalidId_shouldFail()",""
"failed","Fri Jul 11 04:43:50 GMT 2025","Fri Jul 11 04:43:51 GMT 2025","402","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","createNewBooking_withMissingField_shouldFail","createNewBooking_withMissingField_shouldFail()",""
"passed","Fri Jul 11 04:43:37 GMT 2025","Fri Jul 11 04:43:41 GMT 2025","3520","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","createNewBooking","createNewBooking(String, String, int, boolean, String, String, String) [1] Jim, Brown, 111, true, 2023-01-01, 2023-01-02, Breakfast",""
"failed","Fri Jul 11 04:43:50 GMT 2025","Fri Jul 11 04:43:50 GMT 2025","452","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","createNewBooking_withInvalidType_shouldFail","createNewBooking_withInvalidType_shouldFail()",""
"passed","Fri Jul 11 04:43:43 GMT 2025","Fri Jul 11 04:43:45 GMT 2025","1241","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","updateBooking_withValidToken_shouldSucceed","updateBooking_withValidToken_shouldSucceed(String, String, int, boolean, String, String, String) [2] Sarah, Smith, 222, false, 2023-05-10, 2023-05-15, Lunch",""
"passed","Fri Jul 11 04:43:51 GMT 2025","Fri Jul 11 04:43:51 GMT 2025","766","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","testGetBookingInvalidSchemaJSON_shouldFail","testGetBookingInvalidSchemaJSON_shouldFail()",""
"passed","Fri Jul 11 04:43:47 GMT 2025","Fri Jul 11 04:43:48 GMT 2025","815","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","getBookingById_shouldReturnBookingDetails","getBookingById_shouldReturnBookingDetails()",""
"passed","Fri Jul 11 04:43:46 GMT 2025","Fri Jul 11 04:43:47 GMT 2025","1562","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","deleteBooking_withValidToken_shouldSucceed","deleteBooking_withValidToken_shouldSucceed()",""
"passed","Fri Jul 11 04:43:42 GMT 2025","Fri Jul 11 04:43:43 GMT 2025","1275","","com.example.restassured.tests.RestfulBookerTests","","com.example.restassured.tests.RestfulBookerTests","updateBooking_withValidToken_shouldSucceed","updateBooking_withValidToken_shouldSucceed(String, String, int, boolean, String, String, String) [1] Jim, Brown, 111, true, 2023-01-01, 2023-01-02, Breakfast",""
"passed","Fri Jul 11 04:43:52 GMT 2025","Fri Jul 11 04:43:53 GMT 2025","750","","com.example.restassured.tests.RestfulBookerNegativeTests","","com.example.restassured.tests.RestfulBookerNegativeTests","updateBooking_withoutToken_shouldFail","updateBooking_withoutToken_shouldFail()",""
